State_Name,District_Name,Season,Crop,Area,Production,P/A
Uttarakhand,PAURI GARHWAL,Rabi,other oilseeds,4.25,2.333333333,0.549019608
Uttarakhand,PAURI GARHWAL,Whole Year,Dry ginger,43,361.5454545,8.408033827
Uttarakhand,PAURI GARHWAL,Whole Year,Garlic,74.15384615,153.1666667,2.065525588
Uttarakhand,PAURI GARHWAL,Whole Year,Ginger,144.25,1214.75,8.421143847
Uttarakhand,PAURI GARHWAL,Whole Year,Onion,511.8666667,3026.6,5.912867934
Uttarakhand,PAURI GARHWAL,Whole Year,Potato,661.6666667,9731,14.70680101
Uttarakhand,PAURI GARHWAL,Whole Year,Pulses total,9541,6250,0.655067603
Uttarakhand,PAURI GARHWAL,Whole Year,Rice,14566,17359,1.191747906
Uttarakhand,PAURI GARHWAL,Whole Year,Sugarcane,9.5,583.5,61.42105263
Uttarakhand,PAURI GARHWAL,Whole Year,Sunflower,17,16,0.941176471
Uttarakhand,PAURI GARHWAL,Whole Year,Tobacco,1,4,4
Uttarakhand,PAURI GARHWAL,Whole Year,Total foodgrain,87289,104472,1.196851837
Uttarakhand,PAURI GARHWAL,Whole Year,Turmeric,29,103.6666667,3.574712644
Uttarakhand,PITHORAGARH,Kharif,Arhar/Tur,59.85714286,19.71428571,0.329355609
Uttarakhand,PITHORAGARH,Kharif,Dry chillies,330,99,0.3
Uttarakhand,PITHORAGARH,Kharif,Ginger,129,1299,10.06976744
Uttarakhand,PITHORAGARH,Kharif,Groundnut,21.2,21.4,1.009433962
Uttarakhand,PITHORAGARH,Kharif,Horse-gram,556.3571429,559.7142857,1.006034151
Uttarakhand,PITHORAGARH,Kharif,Maize,3261.133333,4093.666667,1.255289572
Uttarakhand,PITHORAGARH,Kharif,Other Cereals & Millets,2076.416667,1363.833333,0.656820645
Uttarakhand,PITHORAGARH,Kharif,Other Kharif pulses,1916.333333,1463.733333,0.763819795
Uttarakhand,PITHORAGARH,Kharif,Potato,530.4,6180,11.65158371
Uttarakhand,PITHORAGARH,Kharif,Pulses total,4304,3586,0.833178439
Uttarakhand,PITHORAGARH,Kharif,Ragi,8301,11925.86667,1.436678312
Uttarakhand,PITHORAGARH,Kharif,Rice,21789.46667,28076.66667,1.288543088
Uttarakhand,PITHORAGARH,Kharif,Sesamum,59.13333333,12.4,0.209695603
Uttarakhand,PITHORAGARH,Kharif,Small millets,1276.888889,1653.888889,1.295248869
Uttarakhand,PITHORAGARH,Kharif,Soyabean,1064.4,1300.8,1.222096956
Uttarakhand,PITHORAGARH,Kharif,Sunflower,164,164,1
Uttarakhand,PITHORAGARH,Kharif,Total foodgrain,36220,47563,1.31316952
Uttarakhand,PITHORAGARH,Kharif,Urad,748.8,476.2666667,0.636039886
Uttarakhand,PITHORAGARH,Kharif,other oilseeds,79.09090909,54.09090909,0.683908046
Uttarakhand,PITHORAGARH,Rabi,Barley,3526.6,4700.533333,1.332879639
Uttarakhand,PITHORAGARH,Rabi,Gram,18.2,10.93333333,0.600732601
Uttarakhand,PITHORAGARH,Rabi,Lentil,4017,3105,0.772964899
Uttarakhand,PITHORAGARH,Rabi,Masoor,4091.2,2527.6,0.617813844
Uttarakhand,PITHORAGARH,Rabi,Other  Rabi pulses,55.5,33.71428571,0.607464607
Uttarakhand,PITHORAGARH,Rabi,Other Cereals & Millets,205.9285714,206,1.000346861
Uttarakhand,PITHORAGARH,Rabi,Peas & beans (Pulses),88.53333333,50.8,0.573795181
Uttarakhand,PITHORAGARH,Rabi,Potato,500.75,5810.583333,11.60376103
Uttarakhand,PITHORAGARH,Rabi,Pulses total,4958,3806,0.767648245
Uttarakhand,PITHORAGARH,Rabi,Rapeseed &Mustard,541.0666667,267.4,0.49420897
Uttarakhand,PITHORAGARH,Rabi,Total foodgrain,29462,38719,1.314201344
Uttarakhand,PITHORAGARH,Rabi,Wheat,24967.6,34960.86667,1.40024939
Uttarakhand,PITHORAGARH,Rabi,other oilseeds,71.42857143,31.71428571,0.444
Uttarakhand,PITHORAGARH,Summer,Maize,54,87,1.611111111
Uttarakhand,PITHORAGARH,Whole Year,Dry ginger,80.09090909,398.2727273,4.972758229
Uttarakhand,PITHORAGARH,Whole Year,Garlic,195.7692308,352.5833333,1.801015062
Uttarakhand,PITHORAGARH,Whole Year,Ginger,120.75,1015,8.405797101
Uttarakhand,PITHORAGARH,Whole Year,Onion,341,1790.133333,5.249657869
Uttarakhand,PITHORAGARH,Whole Year,Potato,534.3333333,6302.666667,11.79538366
Uttarakhand,PITHORAGARH,Whole Year,Pulses total,9262,7392,0.798099762
Uttarakhand,PITHORAGARH,Whole Year,Rice,20131,25550,1.269186826
Uttarakhand,PITHORAGARH,Whole Year,Tobacco,4.125,21.75,5.272727273
Uttarakhand,PITHORAGARH,Whole Year,Total foodgrain,65682,86282,1.31363235
Uttarakhand,PITHORAGARH,Whole Year,Turmeric,93.33333333,390.1666667,4.180357143
Uttarakhand,RUDRA PRAYAG,Kharif,Arhar/Tur,76.46666667,59.06666667,0.772449869
Uttarakhand,RUDRA PRAYAG,Kharif,Dry chillies,102,26,0.254901961
Uttarakhand,RUDRA PRAYAG,Kharif,Horse-gram,157.5333333,87.73333333,0.556919171
Uttarakhand,RUDRA PRAYAG,Kharif,Maize,177.2,197.6,1.115124153
Uttarakhand,RUDRA PRAYAG,Kharif,Other Cereals & Millets,2162,2761.125,1.277116096
Uttarakhand,RUDRA PRAYAG,Kharif,Other Kharif pulses,138.8666667,97.53333333,0.702352376
Uttarakhand,RUDRA PRAYAG,Kharif,Potato,174.5,2008.75,11.51146132
Uttarakhand,RUDRA PRAYAG,Kharif,Pulses total,591,424,0.717428088
Uttarakhand,RUDRA PRAYAG,Kharif,Ragi,6519.066667,9622.466667,1.476049741
Uttarakhand,RUDRA PRAYAG,Kharif,Rice,9048,12612.86667,1.39399499
Uttarakhand,RUDRA PRAYAG,Kharif,Sesamum,19.2,4.5,0.234375
Uttarakhand,RUDRA PRAYAG,Kharif,Small millets,2850.666667,3921.777778,1.375740568
Uttarakhand,RUDRA PRAYAG,Kharif,Soyabean,63.33333333,54.86666667,0.866315789
Uttarakhand,RUDRA PRAYAG,Kharif,Total foodgrain,19089,26832,1.405626277
Uttarakhand,RUDRA PRAYAG,Kharif,Urad,264.1333333,124.4,0.470974255
Uttarakhand,RUDRA PRAYAG,Kharif,other oilseeds,14,7,0.5
Uttarakhand,RUDRA PRAYAG,Rabi,Barley,1195.466667,1553.333333,1.299353112
Uttarakhand,RUDRA PRAYAG,Rabi,Gram,19,10,0.526315789
Uttarakhand,RUDRA PRAYAG,Rabi,Lentil,21,14,0.666666667
Uttarakhand,RUDRA PRAYAG,Rabi,Masoor,37.33333333,21.46666667,0.575
Uttarakhand,RUDRA PRAYAG,Rabi,Other  Rabi pulses,8,3,0.375
Uttarakhand,RUDRA PRAYAG,Rabi,Other Cereals & Millets,14.42857143,15.16666667,1.051155116
Uttarakhand,RUDRA PRAYAG,Rabi,Peas & beans (Pulses),9.214285714,5.571428571,0.604651163
Uttarakhand,RUDRA PRAYAG,Rabi,Potato,53.75,583.25,10.85116279
Uttarakhand,RUDRA PRAYAG,Rabi,Pulses total,41,26,0.634146341
Uttarakhand,RUDRA PRAYAG,Rabi,Rapeseed &Mustard,252.7333333,111.7333333,0.44209971
Uttarakhand,RUDRA PRAYAG,Rabi,Total foodgrain,11300,13579,1.201681416
Uttarakhand,RUDRA PRAYAG,Rabi,Wheat,10152.2,13581.33333,1.337772437
Uttarakhand,RUDRA PRAYAG,Rabi,other oilseeds,6.6,7,1.060606061
Uttarakhand,RUDRA PRAYAG,Whole Year,Dry ginger,3.571428571,19,5.32
Uttarakhand,RUDRA PRAYAG,Whole Year,Garlic,23.84615385,43.08333333,1.80672043
Uttarakhand,RUDRA PRAYAG,Whole Year,Ginger,1,7.666666667,7.666666667
Uttarakhand,RUDRA PRAYAG,Whole Year,Onion,21,137.2666667,6.536507937
Uttarakhand,RUDRA PRAYAG,Whole Year,Potato,181.3333333,2532.333333,13.96507353
Uttarakhand,RUDRA PRAYAG,Whole Year,Pulses total,632,450,0.712025316
Uttarakhand,RUDRA PRAYAG,Whole Year,Rice,8944,11675,1.305344365
Uttarakhand,RUDRA PRAYAG,Whole Year,Total foodgrain,30389,40411,1.329790385
Uttarakhand,RUDRA PRAYAG,Whole Year,Turmeric,1,2,2
Uttarakhand,TEHRI GARHWAL,Kharif,Arhar/Tur,1026.933333,711.5333333,0.692871981
Uttarakhand,TEHRI GARHWAL,Kharif,Dry chillies,434,122,0.281105991
Uttarakhand,TEHRI GARHWAL,Kharif,Ginger,196,2415,12.32142857
Uttarakhand,TEHRI GARHWAL,Kharif,Horse-gram,2643.8,1760.733333,0.665985828
Uttarakhand,TEHRI GARHWAL,Kharif,Maize,1875.666667,2204.066667,1.175084414
Uttarakhand,TEHRI GARHWAL,Kharif,Other Cereals & Millets,11412.7,15269.7,1.337956838
Uttarakhand,TEHRI GARHWAL,Kharif,Other Kharif pulses,1191.333333,769.8666667,0.64622272
Uttarakhand,TEHRI GARHWAL,Kharif,Potato,671.5,9219.5,13.72970961
Uttarakhand,TEHRI GARHWAL,Kharif,Pulses total,10697,9229,0.862765261
Uttarakhand,TEHRI GARHWAL,Kharif,Ragi,13799.66667,19137.8,1.3868306
Uttarakhand,TEHRI GARHWAL,Kharif,Rice,12456.86667,18759.06667,1.505921767
Uttarakhand,TEHRI GARHWAL,Kharif,Sesamum,414.8,74.8,0.180327869
Uttarakhand,TEHRI GARHWAL,Kharif,Small millets,17416.22222,21474.77778,1.23303306
Uttarakhand,TEHRI GARHWAL,Kharif,Soyabean,602.2,487.5333333,0.80958707
Uttarakhand,TEHRI GARHWAL,Kharif,Total foodgrain,49798,73730,1.480581549
Uttarakhand,TEHRI GARHWAL,Kharif,Urad,1909.8,1322.2,0.692323804
Uttarakhand,TEHRI GARHWAL,Kharif,other oilseeds,4.444444444,2.375,0.534375
Uttarakhand,TEHRI GARHWAL,Rabi,Barley,2373.6,2504.6,1.055190428
Uttarakhand,TEHRI GARHWAL,Rabi,Gram,14.53846154,7.615384615,0.523809524
Uttarakhand,TEHRI GARHWAL,Rabi,Lentil,980,788,0.804081633
Uttarakhand,TEHRI GARHWAL,Rabi,Masoor,1010.6,595.2,0.588957055
Uttarakhand,TEHRI GARHWAL,Rabi,Other  Rabi pulses,7,3,0.428571429
Uttarakhand,TEHRI GARHWAL,Rabi,Other Cereals & Millets,41.69230769,47.25,1.133302583
Uttarakhand,TEHRI GARHWAL,Rabi,Peas & beans (Pulses),174.9333333,95.53333333,0.546112805
Uttarakhand,TEHRI GARHWAL,Rabi,Potato,448.9166667,5924.5,13.1973269
Uttarakhand,TEHRI GARHWAL,Rabi,Pulses total,1388,981,0.706772334
Uttarakhand,TEHRI GARHWAL,Rabi,Rapeseed &Mustard,982.1333333,417.9333333,0.425536248
Uttarakhand,TEHRI GARHWAL,Rabi,Total foodgrain,27002,29407,1.089067476
Uttarakhand,TEHRI GARHWAL,Rabi,Wheat,26936.46667,33867.93333,1.257326499
Uttarakhand,TEHRI GARHWAL,Rabi,other oilseeds,31.72727273,13.125,0.413681948
Uttarakhand,TEHRI GARHWAL,Whole Year,Dry ginger,172,2381,13.84302326
Uttarakhand,TEHRI GARHWAL,Whole Year,Garlic,32.84615385,63.66666667,1.93832943
Uttarakhand,TEHRI GARHWAL,Whole Year,Ginger,197.75,2169.5,10.97092288
Uttarakhand,TEHRI GARHWAL,Whole Year,Onion,115.8,714.6666667,6.171560161
Uttarakhand,TEHRI GARHWAL,Whole Year,Potato,1401.333333,17430,12.43815414
Uttarakhand,TEHRI GARHWAL,Whole Year,Pulses total,12085,10210,0.844848986
Uttarakhand,TEHRI GARHWAL,Whole Year,Rice,11291,18985,1.681427686
Uttarakhand,TEHRI GARHWAL,Whole Year,Tobacco,3.833333333,22.83333333,5.956521739
Uttarakhand,TEHRI GARHWAL,Whole Year,Total foodgrain,76800,103137,1.342929688
Uttarakhand,TEHRI GARHWAL,Whole Year,Turmeric,31,48,1.548387097
Uttarakhand,UDAM SINGH NAGAR,Kharif,Arhar/Tur,13.69230769,9.615384615,0.702247191
Uttarakhand,UDAM SINGH NAGAR,Kharif,Bajra,5.25,6.5,1.238095238
Uttarakhand,UDAM SINGH NAGAR,Kharif,Groundnut,47.92307692,54.69230769,1.141252006
Uttarakhand,UDAM SINGH NAGAR,Kharif,Maize,168.2666667,318.9333333,1.89540412
Uttarakhand,UDAM SINGH NAGAR,Kharif,Moong(Green Gram),33.4,14.8,0.443113772
Uttarakhand,UDAM SINGH NAGAR,Kharif,Moth,1,,
Uttarakhand,UDAM SINGH NAGAR,Kharif,Other Kharif pulses,7.333333333,12,1.636363636
Uttarakhand,UDAM SINGH NAGAR,Kharif,Pulses total,311,151,0.485530547
Uttarakhand,UDAM SINGH NAGAR,Kharif,Ragi,26,37.5,1.442307692
Uttarakhand,UDAM SINGH NAGAR,Kharif,Rice,99869.93333,287028.9333,2.874027485
Uttarakhand,UDAM SINGH NAGAR,Kharif,Sesamum,6,1.583333333,0.263888889
Uttarakhand,UDAM SINGH NAGAR,Kharif,Soyabean,454.6,545.4,1.199736032
Uttarakhand,UDAM SINGH NAGAR,Kharif,Sugarcane,19590,1255719,64.1
Uttarakhand,UDAM SINGH NAGAR,Kharif,Sunflower,71.58333333,80.75,1.128055879
Uttarakhand,UDAM SINGH NAGAR,Kharif,Total foodgrain,101728,330581,3.249655945
Uttarakhand,UDAM SINGH NAGAR,Kharif,Urad,280.2666667,159.7333333,0.569933397
Uttarakhand,UDAM SINGH NAGAR,Kharif,other oilseeds,6.6,4.8,0.727272727
Uttarakhand,UDAM SINGH NAGAR,Rabi,Barley,31,33.93333333,1.094623656
Uttarakhand,UDAM SINGH NAGAR,Rabi,Gram,47.4,36.73333333,0.774964838
Uttarakhand,UDAM SINGH NAGAR,Rabi,Lentil,287,152,0.529616725
Uttarakhand,UDAM SINGH NAGAR,Rabi,Linseed,5344,2310.714286,0.43239414
Uttarakhand,UDAM SINGH NAGAR,Rabi,Maize,24.33333333,50,2.054794521
Uttarakhand,UDAM SINGH NAGAR,Rabi,Masoor,746.7333333,478.3333333,0.640567806
Uttarakhand,UDAM SINGH NAGAR,Rabi,Moong(Green Gram),20.66666667,7.166666667,0.346774194
Uttarakhand,UDAM SINGH NAGAR,Rabi,Onion,8497,87690,10.32011298
Uttarakhand,UDAM SINGH NAGAR,Rabi,Other  Rabi pulses,14.41666667,6.666666667,0.462427746
Uttarakhand,UDAM SINGH NAGAR,Rabi,Other Cereals & Millets,6,11,1.833333333
Uttarakhand,UDAM SINGH NAGAR,Rabi,Peas & beans (Pulses),3106.666667,3113.533333,1.0022103
Uttarakhand,UDAM SINGH NAGAR,Rabi,Potato,629,11532.16667,18.33412825
Uttarakhand,UDAM SINGH NAGAR,Rabi,Pulses total,5290,5817,1.099621928
Uttarakhand,UDAM SINGH NAGAR,Rabi,Rapeseed &Mustard,5557.666667,4892.866667,0.880381455
Uttarakhand,UDAM SINGH NAGAR,Rabi,Rice,8218.166667,25401.5,3.090896185
Uttarakhand,UDAM SINGH NAGAR,Rabi,Total foodgrain,103377,300673,2.90850963
Uttarakhand,UDAM SINGH NAGAR,Rabi,Urad,30.2,20.25,0.670529801
Uttarakhand,UDAM SINGH NAGAR,Rabi,Wheat,95523.06667,337761.2667,3.535913141
Uttarakhand,UDAM SINGH NAGAR,Rabi,other oilseeds,19,13.53846154,0.712550607
Uttarakhand,UDAM SINGH NAGAR,Summer,Maize,35.5,73.625,2.073943662
Uttarakhand,UDAM SINGH NAGAR,Summer,Moong(Green Gram),3841.777778,2223.111111,0.578667284
Uttarakhand,UDAM SINGH NAGAR,Summer,Onion,11216,125394,11.17992154
Uttarakhand,UDAM SINGH NAGAR,Summer,Pulses total,1,1,1
Uttarakhand,UDAM SINGH NAGAR,Summer,Rice,10948.11111,37187,3.396658987
Uttarakhand,UDAM SINGH NAGAR,Summer,Total foodgrain,12194,38302,3.141052977
Uttarakhand,UDAM SINGH NAGAR,Summer,Urad,31.875,12.875,0.403921569
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Dry ginger,7.714285714,66.5,8.62037037
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Garlic,7,9,1.285714286
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Ginger,3,34,11.33333333
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Onion,43.66666667,476.5,10.91221374
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Potato,985.3333333,17768.33333,18.03281461
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Pulses total,5602,5968,1.065333809
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Rice,113632,368655,3.244288581
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Sannhamp,4007,1262,0.31494884
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Sugarcane,30603.28571,1818953.286,59.43653576
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Sunflower,19,23,1.210526316
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Tobacco,700,2621,3.744285714
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Total foodgrain,217299,669556,3.081265906
Uttarakhand,UDAM SINGH NAGAR,Whole Year,Turmeric,32.27272727,68,2.107042254
Uttarakhand,UTTAR KASHI,Kharif,Arhar/Tur,275.8,206.6,0.749093546
Uttarakhand,UTTAR KASHI,Kharif,Dry chillies,107,37,0.345794393
Uttarakhand,UTTAR KASHI,Kharif,Ginger,3,27,9
Uttarakhand,UTTAR KASHI,Kharif,Horse-gram,796.1333333,635.5333333,0.798274996
Uttarakhand,UTTAR KASHI,Kharif,Maize,528.5333333,647.5333333,1.225151362
Uttarakhand,UTTAR KASHI,Kharif,Other Cereals & Millets,2898.916667,2692.5,0.92879524
Uttarakhand,UTTAR KASHI,Kharif,Other Kharif pulses,1702.266667,1313.333333,0.771520326
Uttarakhand,UTTAR KASHI,Kharif,Potato,2428.083333,30501.16667,12.5618286
Uttarakhand,UTTAR KASHI,Kharif,Pulses total,4288,3886,0.90625
Uttarakhand,UTTAR KASHI,Kharif,Ragi,5817.733333,9435.133333,1.621788555
Uttarakhand,UTTAR KASHI,Kharif,Rice,10239.2,16102.4,1.572622861
Uttarakhand,UTTAR KASHI,Kharif,Sesamum,707.8666667,158.5333333,0.223959314
Uttarakhand,UTTAR KASHI,Kharif,Small millets,4653.444444,4374,0.939948903
Uttarakhand,UTTAR KASHI,Kharif,Soyabean,196.1333333,170.0666667,0.867097213
Uttarakhand,UTTAR KASHI,Kharif,Sunflower,1,1,1
Uttarakhand,UTTAR KASHI,Kharif,Total foodgrain,24195,35035,1.448026452
Uttarakhand,UTTAR KASHI,Kharif,Urad,769.8,572.3333333,0.743483156
Uttarakhand,UTTAR KASHI,Kharif,other oilseeds,20.88888889,11.25,0.53856383
Uttarakhand,UTTAR KASHI,Rabi,Barley,249.8666667,320.6666667,1.283351121
Uttarakhand,UTTAR KASHI,Rabi,Gram,4.25,2.909090909,0.684491979
Uttarakhand,UTTAR KASHI,Rabi,Lentil,280,236,0.842857143
Uttarakhand,UTTAR KASHI,Rabi,Masoor,302.2,179.4666667,0.593867196
Uttarakhand,UTTAR KASHI,Rabi,Other  Rabi pulses,5.142857143,3,0.583333333
Uttarakhand,UTTAR KASHI,Rabi,Other Cereals & Millets,2.666666667,3,1.125
Uttarakhand,UTTAR KASHI,Rabi,Peas & beans (Pulses),579.2666667,366.5333333,0.632754057
Uttarakhand,UTTAR KASHI,Rabi,Potato,283.1666667,3004.5,10.61035903
Uttarakhand,UTTAR KASHI,Rabi,Pulses total,1058,744,0.703213611
Uttarakhand,UTTAR KASHI,Rabi,Rapeseed &Mustard,1039.333333,515.1333333,0.49563823
Uttarakhand,UTTAR KASHI,Rabi,Total foodgrain,11222,14654,1.305827838
Uttarakhand,UTTAR KASHI,Rabi,Wheat,12028.66667,17829,1.482209167
Uttarakhand,UTTAR KASHI,Rabi,other oilseeds,2.333333333,1,0.428571429
Uttarakhand,UTTAR KASHI,Whole Year,Dry ginger,3.727272727,40.63636364,10.90243902
Uttarakhand,UTTAR KASHI,Whole Year,Garlic,16.30769231,34.83333333,2.136006289
Uttarakhand,UTTAR KASHI,Whole Year,Ginger,4.75,46.25,9.736842105
Uttarakhand,UTTAR KASHI,Whole Year,Onion,32,234.1333333,7.316666667
Uttarakhand,UTTAR KASHI,Whole Year,Potato,2818.666667,44823,15.90219962
Uttarakhand,UTTAR KASHI,Whole Year,Pulses total,5346,4630,0.866068088
Uttarakhand,UTTAR KASHI,Whole Year,Rice,9919,16499,1.663373324
Uttarakhand,UTTAR KASHI,Whole Year,Sugarcane,1,62,62
Uttarakhand,UTTAR KASHI,Whole Year,Sunflower,3,3,1
Uttarakhand,UTTAR KASHI,Whole Year,Tobacco,7.714285714,54.42857143,7.055555556
Uttarakhand,UTTAR KASHI,Whole Year,Total foodgrain,35417,49689,1.402970325
West Bengal,24 PARAGANAS NORTH,Autumn,Dry chillies,1103,1121,1.01631913
West Bengal,24 PARAGANAS NORTH,Autumn,Maize,31.5,182.5,5.793650794
West Bengal,24 PARAGANAS NORTH,Autumn,Rice,19540.88889,46317.94444,2.370308982
West Bengal,24 PARAGANAS NORTH,Autumn,Sesamum,10,4.5,0.45
West Bengal,24 PARAGANAS NORTH,Kharif,Arhar/Tur,43,44,1.023255814
West Bengal,24 PARAGANAS NORTH,Kharif,Cotton(lint),373.25,398.8333333,1.068542085
West Bengal,24 PARAGANAS NORTH,Kharif,Dry ginger,285.4545455,466.1818182,1.633121019
West Bengal,24 PARAGANAS NORTH,Kharif,Garlic,126,954,7.571428571
West Bengal,24 PARAGANAS NORTH,Kharif,Groundnut,17,37,2.176470588
West Bengal,24 PARAGANAS NORTH,Kharif,Jute,54295.11111,901844.0556,16.61004162
West Bengal,24 PARAGANAS NORTH,Kharif,Maize,3,6,2
West Bengal,24 PARAGANAS NORTH,Kharif,Mesta,787.5882353,9256.882353,11.75345433
West Bengal,24 PARAGANAS NORTH,Kharif,Moong(Green Gram),14,6,0.428571429
West Bengal,24 PARAGANAS NORTH,Kharif,Sunflower,773.5,923.0625,1.193358112
West Bengal,24 PARAGANAS NORTH,Kharif,Urad,1848.111111,1419.444444,0.768051464
West Bengal,24 PARAGANAS NORTH,Rabi,Arhar/Tur,22,18.75,0.852272727
West Bengal,24 PARAGANAS NORTH,Rabi,Dry chillies,2896,5351,1.847720994
West Bengal,24 PARAGANAS NORTH,Rabi,Gram,650.7777778,569.4444444,0.875021342
West Bengal,24 PARAGANAS NORTH,Rabi,Groundnut,527.8888889,449.1111111,0.850768259
West Bengal,24 PARAGANAS NORTH,Rabi,Khesari,405.0555556,406.7777778,1.004251817
West Bengal,24 PARAGANAS NORTH,Rabi,Linseed,63,18.4,0.292063492
West Bengal,24 PARAGANAS NORTH,Rabi,Maize,47.57142857,152.2857143,3.201201201
West Bengal,24 PARAGANAS NORTH,Rabi,Masoor,6205.722222,4303.166667,0.693419156
West Bengal,24 PARAGANAS NORTH,Rabi,Moong(Green Gram),65,49,0.753846154
West Bengal,24 PARAGANAS NORTH,Rabi,Oilseeds total,4205800,3183800,0.757002235
West Bengal,24 PARAGANAS NORTH,Rabi,Peas & beans (Pulses),683.2352941,687,1.005510116
West Bengal,24 PARAGANAS NORTH,Rabi,Potato,8108.666667,266428.8333,32.85729261
West Bengal,24 PARAGANAS NORTH,Rabi,Rapeseed &Mustard,37835.70588,39649.82353,1.047947239
West Bengal,24 PARAGANAS NORTH,Rabi,Safflower,234,252.75,1.080128205
West Bengal,24 PARAGANAS NORTH,Rabi,Urad,530,414.6666667,0.782389937
West Bengal,24 PARAGANAS NORTH,Rabi,Wheat,8607.444444,20621.94444,2.39582661
West Bengal,24 PARAGANAS NORTH,Summer,Groundnut,1935.230769,3878.923077,2.004372367
West Bengal,24 PARAGANAS NORTH,Summer,Maize,116,330.875,2.85237069
West Bengal,24 PARAGANAS NORTH,Summer,Moong(Green Gram),178.4444444,83.77777778,0.469489415
West Bengal,24 PARAGANAS NORTH,Summer,Rice,90197.5,284586.4444,3.155147808
West Bengal,24 PARAGANAS NORTH,Summer,Sesamum,7903.3,8874.5,1.122885377
West Bengal,24 PARAGANAS NORTH,Whole Year,Arecanut,1508.272727,3484.363636,2.310168163
West Bengal,24 PARAGANAS NORTH,Whole Year,Arhar/Tur,45,40,0.888888889
West Bengal,24 PARAGANAS NORTH,Whole Year,Coconut,3136.916667,10222019.98,3258.62019
West Bengal,24 PARAGANAS NORTH,Whole Year,Dry chillies,3859.7,6823.8,1.767961241
West Bengal,24 PARAGANAS NORTH,Whole Year,Groundnut,1583.2,2578.4,1.628600303
West Bengal,24 PARAGANAS NORTH,Whole Year,Linseed,123,20,0.162601626
West Bengal,24 PARAGANAS NORTH,Whole Year,Maize,5,10,2
West Bengal,24 PARAGANAS NORTH,Whole Year,Potato,7197.8,149705.2,20.79874406
West Bengal,24 PARAGANAS NORTH,Whole Year,Pulses total,975200,595700,0.610849057
West Bengal,24 PARAGANAS NORTH,Whole Year,Rapeseed &Mustard,33993,25070,0.73750478
West Bengal,24 PARAGANAS NORTH,Whole Year,Sesamum,5851.125,5898.625,1.008118097
West Bengal,24 PARAGANAS NORTH,Whole Year,Sugarcane,721.7222222,57524.61111,79.70464168
West Bengal,24 PARAGANAS NORTH,Whole Year,Turmeric,958.9166667,2747,2.864691058
West Bengal,24 PARAGANAS NORTH,Winter,Potato,7304,161630,22.12897043
West Bengal,24 PARAGANAS NORTH,Winter,Rice,159429.8889,380414.8889,2.386095177
West Bengal,24 PARAGANAS SOUTH,Autumn,Dry chillies,590.5,326,0.552074513
West Bengal,24 PARAGANAS SOUTH,Autumn,Maize,53,134,2.528301887
West Bengal,24 PARAGANAS SOUTH,Autumn,Rice,6033.277778,13730.66667,2.275822061
West Bengal,24 PARAGANAS SOUTH,Kharif,Arhar/Tur,3,2,0.666666667
West Bengal,24 PARAGANAS SOUTH,Kharif,Cotton(lint),2411.055556,5099.444444,2.115025692
West Bengal,24 PARAGANAS SOUTH,Kharif,Dry ginger,213.7272727,257.1818182,1.203317737
West Bengal,24 PARAGANAS SOUTH,Kharif,Garlic,750,4985,6.646666667
West Bengal,24 PARAGANAS SOUTH,Kharif,Jute,1566.333333,22136.94444,14.13297155
West Bengal,24 PARAGANAS SOUTH,Kharif,Maize,229.8,571.4,2.486510009
West Bengal,24 PARAGANAS SOUTH,Kharif,Mesta,23.5,230.5,9.808510638
West Bengal,24 PARAGANAS SOUTH,Kharif,Moong(Green Gram),105,85,0.80952381
West Bengal,24 PARAGANAS SOUTH,Kharif,Sunflower,4014.294118,4718.352941,1.175387952
West Bengal,24 PARAGANAS SOUTH,Kharif,Urad,176.6111111,130.5,0.738911607
West Bengal,24 PARAGANAS SOUTH,Rabi,Arhar/Tur,250.6,344,1.372705507
West Bengal,24 PARAGANAS SOUTH,Rabi,Barley,15.5,14,0.903225806
West Bengal,24 PARAGANAS SOUTH,Rabi,Dry chillies,12494,7299.5,0.584240435
West Bengal,24 PARAGANAS SOUTH,Rabi,Gram,301.3076923,312.7692308,1.038039316
West Bengal,24 PARAGANAS SOUTH,Rabi,Khesari,3985,4187.277778,1.050759794
West Bengal,24 PARAGANAS SOUTH,Rabi,Linseed,98.27272727,39.18181818,0.398704903
West Bengal,24 PARAGANAS SOUTH,Rabi,Masoor,611,447.3888889,0.732224041
West Bengal,24 PARAGANAS SOUTH,Rabi,Moong(Green Gram),366.6666667,376.6666667,1.027272727
West Bengal,24 PARAGANAS SOUTH,Rabi,Oilseeds total,635700,502300,0.790152588
West Bengal,24 PARAGANAS SOUTH,Rabi,Peas & beans (Pulses),758.9411765,773.5882353,1.019299333
